CustomerID,num_uniq_orders,orderFrequency,daysSinceLastOrder,num_uniq_products,reorder_ratio,TotalRevenue
12276,1,NULL,163,1,0,1120.49
12277,1,0,62,3,0,64.47
12278,1,NULL,1078,1,0,3578.27
12279,4,15,853,10,47.37,81269.76
12280,1,0,254,2,0,777.34
12281,3,69,261,5,0,2379.81
12282,1,0,144,2,0,78.98
12283,2,188,85,5,0,4816.09
12284,1,0,196,5,0,624.95
12285,3,110,308,7,0,6986.75
12286,1,0,300,3,0,60.47
12287,2,380,196,2,0,4144.34
12288,1,0,158,2,0,67.49
12289,1,0,166,3,0,143.78
12290,3,13,313,7,0,109.88
12291,3,159,106,5,0,5393.31
12293,2,123,229,4,0,4774.93
12294,1,0,207,2,0,56.97
12295,1,0,185,2,0,574.98
12296,1,0,213,3,0,45.58
12298,2,148,280,5,0,6025.22
12299,6,22,122,12,7.69,10640.00
12300,2,5,337,7,0,190.54
12301,1,NULL,146,1,0,3.99
12302,2,573,128,2,0,4886.70
12303,1,0,378,3,0,2376.96
12304,1,0,75,3,0,1714.97
12305,1,NULL,64,1,0,539.99
12306,2,15,310,4,0,128.97
12307,1,NULL,1002,1,0,3578.27
12308,1,0,314,2,0,39.98
12309,1,0,317,3,0,2376.96
12310,1,0,369,4,0,2514.93
12311,1,0,149,2,0,27.28
12312,1,NULL,1000,1,0,3374.99
12313,1,0,378,3,0,60.47
12314,1,NULL,289,1,0,49.99
12315,2,291,263,4,0,5913.24
12316,2,92,304,2,0,635.32
12317,2,1,218,5,0,143.94
12318,2,226,335,2,0,3563.84
12319,1,0,100,2,0,564.48
12320,1,NULL,69,1,0,21.49
12322,1,0,192,2,0,777.34
12323,2,330,189,3,0,5819.05
12324,1,0,142,3,0,583.97
12325,2,55,97,3,0,35.47
12327,1,NULL,208,1,0,4.99
12328,2,13,406,4,0,4219.32
12329,7,24,91,16,5.88,11449.34
12330,1,0,102,3,0,31.27
12331,1,0,189,3,0,596.96
12332,2,133,308,3,0,3598.83
12333,2,3,211,3,0,32.22
12334,1,0,279,3,0,64.47
12335,1,0,255,2,0,2419.06
12336,2,227,164,2,0,59.98
12337,1,0,47,3,0,67.93
12338,1,NULL,136,1,0,4.99
12339,2,603,180,2,0,1903.48
12340,1,0,162,3,0,15.23
12341,2,205,80,3,0,3030.32
12342,1,0,373,3,0,60.47
12344,2,8,59,5,0,133.96
12345,1,0,84,2,0,75.97
12346,2,4,63,5,0,108.46
12347,1,0,120,3,0,1728.27
12348,1,0,330,3,0,37.27
12349,1,0,135,4,0,1214.46
12350,2,24,68,6,0,64.90
12351,3,43,144,8,20,7223.34
12352,1,0,111,3,0,2334.98
12353,1,NULL,1021,1,0,3578.27
12354,1,0,151,4,0,45.22
12355,3,23,277,7,12.5,7038.01
12356,1,0,78,3,0,68.97
12357,2,20,31,4,0,77.27
12358,1,0,240,2,0,1754.98
12359,3,35,135,7,0,148.70
12360,2,196,64,3,0,3560.48
12361,2,29,313,3,0,126.96
12362,2,305,87,4,0,3117.96
12363,1,0,332,4,0,2407.04
12364,1,0,66,3,0,1728.27
12365,1,0,136,2,0,28.98
12366,1,NULL,289,1,0,564.99
12367,3,122,252,6,14.29,8237.01
12368,1,0,252,2,0,78.98
12369,2,84,201,5,0,3006.31
12370,2,116,54,3,0,42.28
12371,4,68,152,5,0,4717.62
12372,1,0,319,3,0,98.48
12373,2,59,240,6,0,3044.79
12374,1,0,103,2,0,574.98
12375,1,NULL,1109,1,0,3578.27
12376,1,NULL,368,1,0,24.99
12377,1,NULL,213,1,0,4.99
12378,1,0,100,2,0,561.48
12379,2,297,389,3,0,6030.61
12380,1,0,145,3,0,553.97
12381,1,0,267,2,0,7.28
12382,2,312,263,3,0,5314.25
12383,3,181,176,3,0,5357.33
12385,2,162,210,4,0,3450.72
12386,1,0,80,3,0,1729.97
12387,1,0,74,3,0,91.58
12388,1,0,69,2,0,2419.06
12389,1,0,76,3,0,2334.97
12391,1,0,59,2,0,6.28
12392,2,523,270,2,0,3964.98
12393,1,0,38,2,0,58.98
12394,3,162,150,6,0,8148.02
12395,2,171,196,3,0,3043.33
12396,1,0,364,2,0,13.98
12397,2,12,240,4,0,4749.04
12398,3,105,102,8,0,5204.06
12399,8,9,518,32,55.56,156809.33
12400,2,325,249,2,0,2983.34
12401,2,3,186,6,0,113.94
12402,1,0,128,4,0,588.96
12403,1,0,111,2,0,33.98
12404,1,0,34,2,0,39.98
12405,1,0,253,4,0,1204.46
12406,1,0,208,3,0,90.58
12407,2,24,72,6,0,3193.79
12408,1,0,109,2,0,1249.84
12409,2,128,165,4,0,1947.46
12410,2,25,419,5,0,4689.95
12411,1,NULL,383,1,0,4.99
12412,1,NULL,130,1,0,539.99
12413,2,8,211,4,0,191.27
12414,1,0,381,3,0,78.48
12415,1,0,244,3,0,152.28
12416,1,0,224,2,0,39.98
12417,2,8,333,4,0,92.27
12418,1,0,360,2,0,2419.06
12419,2,69,196,3,0,39.97
12420,1,0,40,3,0,60.47
12421,1,0,236,2,0,78.98
12422,2,154,251,5,0,5915.53
12423,2,141,75,5,0,4832.81
12424,2,96,95,4,0,70.22
12425,1,0,91,2,0,39.98
12426,1,0,61,2,0,123.98
12427,1,0,424,4,0,2433.04
12429,1,0,269,5,0,597.95
12430,1,0,389,3,0,127.28
12431,1,NULL,214,1,0,3.99
12432,1,0,363,2,0,34.98
12433,4,11,33,11,0,196.40
12434,1,0,349,3,0,60.47
12435,1,0,114,2,0,548.98
12436,1,0,230,2,0,38.98
12437,1,0,180,3,0,67.93
12438,1,0,373,2,0,34.89
12439,3,123,202,3,25,5857.12
12440,1,0,397,4,0,2482.23
12441,2,147,89,5,0,2883.95
12442,2,35,363,4,0,3307.32
12443,2,204,241,4,0,5888.24
12444,1,0,285,2,0,78.98
12445,2,226,187,3,0,4894.65
12446,1,0,339,2,0,2419.06
12447,1,NULL,748,1,0,2443.35
12448,1,0,133,2,0,71.97
12449,1,0,86,4,0,2318.96
12450,2,108,69,5,0,1350.75
12451,1,0,89,2,0,39.98
12452,2,142,327,6,0,3347.91
12453,1,0,273,4,0,78.96
12454,1,0,194,2,0,7.28
12455,2,114,284,5,0,4808.31
12456,1,0,175,2,0,819.48
12457,5,80,126,9,25,13164.64
12458,1,0,111,2,0,13.98
12459,3,39,92,8,0,185.02
12460,2,286,128,3,0,1957.47
12461,1,0,300,3,0,103.48
12462,1,0,70,2,0,56.97
12463,1,0,138,2,0,13.98
12465,3,84,116,7,0,7080.98
12466,1,0,59,2,0,32.28
12467,1,0,135,2,0,75.48
12468,2,685,110,2,0,5694.98
12469,1,0,337,2,0,13.98
12470,1,NULL,82,1,0,4.99
12471,1,0,350,3,0,35.23
12472,1,0,52,3,0,68.97
12473,2,84,112,5,0,3489.46
12474,2,7,174,5,0,268.25
12475,2,291,140,3,0,1707.46
12476,1,NULL,76,1,0,7.95
12477,1,NULL,494,1,0,2319.99
12479,2,305,138,3,0,2992.33
12480,1,0,351,2,0,29.98
12482,1,NULL,328,1,0,1120.49
12483,1,0,128,4,0,93.46
12484,1,0,73,2,0,7.28
12485,1,NULL,182,1,0,29.99
12486,2,217,165,3,0,3018.33
12487,2,168,313,4,0,5904.23
12488,1,0,289,4,0,2481.82
12489,2,355,130,2,0,4020.98
12490,1,0,281,2,0,1735.98
12491,4,30,122,10,0,9459.00
12492,4,1,91,59,66.48,382513.22
12493,1,0,148,4,0,69.46
12494,1,0,322,2,0,777.34
12495,1,0,81,3,0,63.97
12496,2,2,76,9,0,203.92
12497,3,4,331,9,10,148.19
12498,1,0,215,2,0,39.98
12499,1,0,202,2,0,1170.48
12500,3,19,195,4,20,46.25
12501,1,NULL,266,1,0,4.99
12502,1,0,171,3,0,88.97
12503,2,92,269,3,0,3598.83
12504,2,262,94,5,0,6011.31
12505,1,NULL,120,1,0,539.99
12506,2,90,177,4,0,2889.96
12507,1,NULL,481,1,0,2294.99
12508,1,0,261,3,0,776.33
12509,1,0,326,5,0,2386.94
12510,1,NULL,114,1,0,21.98
12511,1,0,113,2,0,7.28
12512,2,50,247,5,0,4866.83
12513,2,239,264,3,0,3261.33
12514,1,NULL,260,1,0,35.00
12515,3,105,349,5,0,5487.32
12516,2,149,256,4,0,4795.31
12517,1,0,222,4,0,2493.54
12519,2,222,353,2,0,2834.98
12520,1,0,300,2,0,38.98
12521,1,0,163,3,0,49.97
12522,2,92,148,5,0,4637.91
12523,2,85,379,3,0,1957.47
12524,2,1041,81,2,0,5873.26
12525,1,0,119,3,0,2418.48
12526,1,0,175,2,0,59.98
12527,3,163,269,6,0,8248.02
12528,2,110,93,3,0,94.47
12529,4,5,91,23,56.6,94123.70
12530,1,0,186,3,0,63.97
12531,1,0,201,3,0,68.97
12532,1,0,144,2,0,62.98
12533,1,0,85,3,0,2309.97
12534,2,11,419,3,0,4198.33
12535,1,0,122,2,0,1750.98
12536,1,0,122,2,0,2419.06
12538,1,0,172,2,0,38.98
12539,1,NULL,358,1,0,2384.07
12540,1,0,314,2,0,23.78
12541,2,70,106,6,0,3177.94
12542,1,NULL,284,1,0,769.49
12543,1,0,201,2,0,796.34
12545,1,0,202,2,0,39.98
12546,1,0,354,5,0,1288.31
12547,1,0,283,4,0,614.96
12548,1,0,330,3,0,2469.05
12549,3,217,86,5,0,6795.60
12550,8,16,91,20,48.72,39398.85
12551,2,10,408,4,0,4188.32
12552,2,93,362,3,0,3282.83
12553,2,368,63,3,0,5933.26
12554,8,6,122,41,60.19,59133.58
12555,1,0,32,2,0,36.59
12556,1,0,61,2,0,23.78
12557,1,0,296,2,0,54.98
12558,3,170,134,6,0,6689.58
12559,1,0,327,2,0,2393.06
12560,1,NULL,119,1,0,4.99
12561,2,40,226,3,0,98.48
12562,3,49,41,7,0,96.89
12563,2,201,86,4,0,2922.96
12564,2,701,137,2,0,1552.48
12565,1,0,355,2,0,1155.48
12566,2,264,385,3,0,5875.55
12567,2,325,176,2,0,2983.34
12568,1,0,258,2,0,1174.48
12569,2,361,173,3,0,3105.27
12570,2,225,124,3,0,1938.47
12571,1,NULL,147,1,0,69.99
12572,1,0,219,3,0,553.97
12573,1,NULL,448,1,0,2319.99
12574,1,NULL,1020,1,0,3578.27
12575,1,0,134,4,0,78.96
12576,2,92,138,6,0,3099.29
12577,2,15,142,5,0,68.25
12580,1,0,307,2,0,29.98
12581,1,0,245,2,0,28.98
12582,4,6,91,18,59.09,82198.24
12583,1,NULL,1073,1,0,3578.27
12584,1,0,313,4,0,2492.32
12585,1,0,394,2,0,39.98
12586,2,72,141,6,0,3106.30
12587,1,0,109,3,0,37.27
12588,1,0,231,2,0,38.98
12589,1,0,328,4,0,77.92
12590,1,0,352,2,0,29.93
12591,2,360,181,3,0,1587.47
12593,1,NULL,372,1,0,4.99
12594,1,0,388,4,0,628.97
12595,1,0,244,4,0,71.96
12596,1,0,252,4,0,86.95
12597,1,NULL,230,1,0,4.99
12598,1,0,213,6,0,814.80
12599,1,0,119,4,0,2481.82
12600,1,0,370,3,0,69.97
12601,2,153,157,5,0,3077.31
12603,1,0,157,3,0,64.97
12604,1,NULL,218,1,0,4.99
12605,1,0,269,3,0,71.58
12606,2,9,254,4,0,81.76
12607,1,0,52,3,0,37.27
12608,2,7,256,8,0,121.83
12609,1,0,141,4,0,600.46
12610,2,35,88,4,0,195.95
12611,1,0,46,2,0,39.98
12612,1,0,160,3,0,23.97
12613,2,151,348,5,0,5371.74
12614,2,507,100,3,0,5971.33
12615,2,115,187,4,0,3010.62
12616,2,192,302,3,0,3018.33
12617,1,0,276,4,0,73.96
12618,1,0,104,3,0,2380.47
12619,1,0,375,2,0,119.98
12620,2,640,362,2,0,6021.62
12621,2,225,175,3,0,4714.05
12622,1,0,278,3,0,1149.47
12623,1,0,317,2,0,14.98
12624,1,0,147,2,0,1709.98
12625,1,0,120,2,0,56.97
12626,2,239,271,3,0,3262.83
12627,1,0,54,2,0,7.28
12628,1,0,73,5,0,2411.94
12629,2,300,396,3,0,6056.61
12630,2,367,138,2,0,4704.06
12631,1,0,328,3,0,69.97
12632,2,171,330,5,0,1622.45
12633,1,0,348,2,0,67.59
12634,2,143,205,5,0,4747.03
12635,1,0,49,4,0,110.46
12636,2,37,378,5,0,3663.93
12637,2,381,126,3,0,4397.75
12638,1,0,180,6,0,664.89
12639,1,0,217,4,0,1143.46
12640,1,NULL,176,1,0,4.99
12641,2,240,380,3,0,5908.25
12643,1,0,373,5,0,105.45
12644,1,NULL,987,1,0,3578.27
12645,2,42,51,5,16.67,80.20
12646,1,0,300,2,0,6.28
12647,1,0,306,5,0,638.95
12648,4,1,122,72,67.86,262182.76
12649,1,0,268,3,0,65.96
12650,1,0,298,2,0,37.29
12651,1,0,122,2,0,1170.48
12652,1,0,299,2,0,39.98
12654,2,25,222,5,0,4795.34
12655,1,0,191,2,0,58.98
12656,1,0,145,2,0,34.98
12657,2,119,416,6,0,6098.58
12658,1,0,352,3,0,563.77
12659,3,58,36,6,0,102.04
12660,1,NULL,224,1,0,9.99
12661,1,0,142,2,0,7.28
12662,1,0,80,2,0,44.98
12664,1,0,200,2,0,39.98
12665,2,901,104,2,0,4143.26
12666,1,0,233,4,0,96.07
12667,1,0,171,3,0,43.97
12668,1,0,169,3,0,32.27
12669,2,287,72,2,33.33,4919.30
12670,1,0,77,2,0,574.98
12671,8,30,122,20,9.09,7311.11
12672,1,0,234,4,0,778.62
12673,1,0,54,2,0,58.98
12674,1,0,402,2,0,1249.84
12675,5,32,133,7,12.5,226.43
12676,1,0,223,3,0,48.97
12677,1,0,78,2,0,1750.98
12678,1,0,249,3,0,43.97
12679,1,NULL,199,1,0,24.99
12680,1,NULL,90,1,0,21.49
12681,3,91,268,8,0,8404.28
12682,2,233,166,3,0,4739.05
12683,2,394,147,3,0,4624.83
12685,1,NULL,384,1,0,4.99
12686,1,NULL,126,1,0,4.99
12687,1,0,386,2,0,39.98
12688,2,620,138,2,0,4144.34
12689,1,0,55,4,0,72.96
12690,1,0,226,2,0,29.48
12691,3,7,70,7,0,197.04
12692,1,0,353,2,0,39.98
12693,2,5,213,5,0,119.45
12694,1,0,271,2,0,62.98
12695,2,13,264,4,0,131.95
12696,1,0,357,2,0,119.98
12697,1,0,218,3,0,71.58
12698,12,1,91,118,77.74,1598620.32
12699,1,0,249,2,0,34.98
12700,1,NULL,214,1,0,4.99
12701,1,0,84,3,0,565.47
12702,1,0,253,2,0,1725.48
12703,1,0,324,4,0,98.96
12704,2,8,214,6,14.29,127.93
12705,1,NULL,144,1,0,4.99
12706,1,0,63,3,0,1299.83
12707,1,NULL,103,1,0,21.98
12708,2,182,263,3,0,3462.46
12709,2,123,120,6,0,4809.29
12710,1,0,161,4,0,1199.46
12711,1,0,104,3,0,36.27
12712,3,62,77,7,0,7200.37
12713,1,0,331,4,0,2433.04
12714,1,NULL,297,1,0,21.98
12715,4,2,122,46,61.67,554209.98
12716,17,9,75,21,34.38,1155.52
12717,1,NULL,387,1,0,53.99
12719,1,0,175,3,0,60.47
12720,2,71,272,5,0,3022.81
12721,2,94,159,6,0,3284.30
12722,3,117,115,7,0,7013.79
12723,1,NULL,125,1,0,539.99
12724,1,0,375,3,0,113.97
12725,1,NULL,333,1,0,24.99
12726,3,126,257,6,0,8319.30
12727,1,0,114,2,0,2297.28
12728,1,NULL,149,1,0,4.99
12729,3,87,257,5,0,5867.11
12730,1,0,232,4,0,578.46
12732,1,0,285,4,0,618.47
12733,1,0,234,2,0,78.98
12734,1,0,402,2,0,1223.84
12735,1,0,50,3,0,37.27
12736,1,0,96,2,0,58.98
12737,2,134,75,3,0,84.96
12738,1,NULL,210,1,0,4.99
12739,1,0,278,3,0,127.28
12740,1,NULL,173,1,0,539.99
12741,2,310,131,3,0,1938.47
12742,1,0,202,2,0,34.98
12743,1,NULL,123,1,0,21.49
12744,1,0,174,2,0,39.98
12745,3,46,126,9,10,4043.26
12746,8,22,152,28,6.67,19689.27
12747,2,213,191,5,0,5973.24
12749,2,153,359,5,0,6135.09
12750,1,NULL,367,1,0,69.99
12751,2,85,345,5,0,2319.95
12752,1,NULL,162,1,0,69.99
12753,2,88,63,3,25,44.57
12754,1,0,180,2,0,1735.98
12755,2,56,134,5,0,76.94
12756,2,273,233,4,0,6035.60
12757,2,8,346,5,16.67,186.94
12758,1,0,228,2,0,1170.48
12759,1,0,99,2,0,1155.48
12760,2,382,277,2,0,2983.34
12761,2,61,114,4,20,60.05
12762,1,0,117,3,0,48.98
12763,1,0,328,4,0,628.97
12764,1,0,62,2,0,7.28
12765,1,0,376,2,0,1754.98
12766,1,0,107,3,0,565.47
12767,2,184,153,3,0,3112.97
12768,2,78,276,7,0,3337.29
12769,1,0,191,3,0,60.47
12770,1,NULL,249,1,0,4.99
12771,1,0,155,2,0,30.97
12772,1,NULL,723,1,0,782.99
12773,1,0,410,3,0,1759.97
12774,1,0,131,2,0,78.98
12775,1,0,87,2,0,38.98
12776,1,0,66,3,0,2351.96
12777,3,165,303,6,0,8196.01
12778,1,NULL,506,1,0,2294.99
12779,1,NULL,457,1,0,2159.98
12780,1,0,193,2,0,589.98
12781,1,0,286,3,0,191.28
12782,1,0,364,4,0,77.96
12783,1,0,121,4,0,28.96
12784,1,0,280,2,0,7.28
12785,1,NULL,255,1,0,21.49
12786,1,0,336,2,0,2419.06
12787,1,0,100,3,0,67.27
12788,1,0,356,3,0,66.97
12789,1,0,389,5,0,616.95
12790,2,119,268,3,0,2265.97
12791,1,0,186,4,0,78.96
12792,2,55,261,6,0,4109.44
12793,1,0,176,2,0,574.98
12794,2,13,84,5,0,87.96
12795,1,0,77,2,0,34.98
12796,2,156,339,5,0,6044.59
12797,2,200,106,2,0,57.59
12798,1,0,232,3,0,1228.83
12799,1,0,392,2,0,36.59
12800,1,0,288,2,0,39.98
12801,3,335,137,4,0,6434.31
12802,1,0,251,5,0,756.26
12804,1,0,401,2,0,2393.06
12806,2,17,258,5,0,133.75
12807,2,62,143,4,0,56.76
12808,4,21,457,13,7.14,3871.46
12810,3,17,214,6,0,144.74
12811,2,446,111,3,0,4752.75
12812,1,0,103,4,0,2317.92
12813,3,133,87,4,0,7131.40
12814,2,358,99,2,0,4144.34
12815,1,NULL,340,1,0,9.99
12816,1,0,192,4,0,204.58
12817,1,0,388,4,0,47.96
12818,1,0,184,2,0,13.98
12819,2,151,390,5,0,5328.23
12820,2,9,31,3,0,51.94
12822,1,0,266,4,0,608.96
12823,1,NULL,488,1,0,248.39
12824,1,0,225,4,0,45.22
12825,1,NULL,74,1,0,8.99
12826,1,0,253,4,0,74.46
12827,2,16,244,6,0,95.84
12828,1,0,140,3,0,1179.47
12829,1,0,80,2,0,1735.98
12831,1,0,284,2,0,78.98
12832,3,100,79,6,0,7049.03
12833,2,219,108,3,0,1938.47
12834,2,416,306,3,0,4733.75
12835,1,NULL,1092,1,0,3578.27
12836,1,NULL,163,1,0,69.99
12837,1,0,38,3,0,71.58
12839,1,0,289,2,0,36.59
12840,1,NULL,120,1,0,69.99
12841,1,NULL,133,1,0,69.99
12842,1,0,280,2,0,6.28
12843,2,63,309,3,0,1382.97
12844,2,61,71,4,0,149.46
12845,1,NULL,226,1,0,29.99
12846,1,0,126,2,0,39.98
12847,1,NULL,165,1,0,21.49
12848,1,0,173,2,0,39.98
12849,2,260,79,3,0,1938.47
12850,1,0,67,2,0,1735.98
12851,1,0,313,2,0,13.98
12852,4,42,50,7,12.5,157.92
12853,1,NULL,133,1,0,32.60
12854,1,0,261,4,0,1184.46
12855,1,0,249,2,0,1249.84
12856,2,17,236,5,16.67,4708.02
12857,8,2,91,80,69.7,496256.70
12858,1,NULL,503,1,0,2319.99
12859,2,471,361,2,0,4118.26
12860,2,927,230,2,0,3077.98
12861,1,0,113,2,0,78.98
12862,2,304,123,3,0,1938.47
12863,1,0,239,2,0,28.98
12864,3,68,113,8,0,7117.95
12865,2,280,84,4,0,6021.82
12866,3,127,195,6,0,6984.81
12867,1,0,150,3,0,49.97
12868,1,0,302,2,0,31.28
12869,2,195,178,3,0,3262.83
12870,1,0,319,3,0,756.33
12871,1,0,186,2,0,7.28
12872,1,0,230,3,0,89.97
12873,1,0,41,2,0,7.28
12874,2,100,171,5,0,3172.95
12875,2,81,315,4,0,3626.82
12876,1,0,180,3,0,127.28
12877,2,124,79,4,0,1353.46
12878,1,0,351,2,0,39.98
12879,2,307,412,3,0,6056.61
12880,1,0,299,2,0,30.97
12881,2,44,122,4,0,45.95
12882,1,0,223,2,0,1750.98
12883,2,112,350,6,0,5919.21
12884,1,0,201,2,0,119.98
12885,3,92,234,7,0,7212.86
12886,1,NULL,152,1,0,34.99
12887,1,0,374,2,0,38.98
12888,2,16,134,3,0,83.97
12889,1,0,340,3,0,71.58
12890,2,210,196,5,0,1371.95
12891,1,NULL,153,1,0,69.99
12892,2,20,92,2,0,37.59
12893,1,NULL,159,1,0,24.99
12894,2,221,354,3,0,5908.25
12895,1,0,134,4,0,2448.04
12896,1,0,140,5,0,639.95
12897,2,340,118,3,0,1331.97
12899,2,604,411,2,0,6021.62
12900,1,0,411,4,0,600.46
12901,1,0,236,4,0,46.83
12902,2,633,149,2,0,1552.48
12903,1,0,340,2,0,123.98
12904,1,NULL,347,1,0,69.99
12905,2,251,111,4,0,4441.25
12906,1,NULL,168,1,0,4.99
12907,2,74,270,4,0,2009.96
12908,1,0,358,2,0,39.98
12909,1,0,251,2,0,1754.98
12910,1,0,199,3,0,1785.97
12911,1,0,277,2,0,67.49
12912,3,75,151,7,12.5,7117.01
12913,1,0,94,2,0,1155.48
12914,1,0,381,2,0,37.29
12915,1,0,38,2,0,32.28
12916,2,52,223,5,0,2278.95
12917,2,276,63,4,0,5917.24
12918,1,0,214,2,0,1750.98
12919,1,0,235,3,0,64.47
12920,1,0,250,2,0,548.98
12921,1,0,276,4,0,778.62
12922,3,128,119,5,0,4242.81
12923,2,17,245,4,0,79.97
12924,2,193,247,3,0,1938.47
12925,2,33,285,4,0,119.96
12926,1,0,295,2,0,561.48
12927,2,59,114,5,0,71.25
12928,2,86,90,5,0,1345.95
12929,1,0,252,2,0,59.98
12930,2,112,157,4,0,3134.95
12931,2,33,246,3,0,86.27
12932,1,0,187,2,0,1735.98
12933,12,3,91,87,68.82,678468.66
12934,1,0,155,2,0,12.98
12935,1,0,164,2,0,59.98
12936,2,3,309,3,0,43.97
12937,1,0,290,2,0,59.98
12938,1,0,263,2,0,6.28
12939,1,0,120,2,0,1735.98
12940,2,152,184,2,0,24.27
12941,2,20,271,4,0,77.27
12942,1,0,215,2,0,1750.98
12944,2,49,241,5,0,3627.81
12945,2,442,73,3,0,4752.75
12946,2,112,408,3,0,3030.32
12947,2,343,101,4,0,6021.82
12949,2,8,268,5,0,163.40
12950,1,0,58,2,0,29.48
12952,1,0,203,2,0,23.78
12953,1,0,78,3,0,1729.97
12954,1,0,197,2,0,34.89
12955,1,0,314,4,0,86.95
12956,1,0,250,2,0,56.97
12957,1,NULL,128,1,0,4.99
12958,1,0,340,3,0,64.47
12959,1,0,99,2,0,1174.48
12960,2,239,124,4,0,2511.26
12961,1,0,161,5,0,2386.94
12962,1,0,313,4,0,125.46
12963,2,178,156,3,0,3018.33
12964,2,206,364,3,0,3262.83
12965,1,0,377,2,0,574.98
12966,2,143,186,5,0,4700.99
12967,1,0,99,2,0,76.97
12968,2,269,128,4,0,2568.96
12969,2,114,366,4,0,3160.83
12970,1,0,201,3,0,36.27
12972,1,0,66,2,0,13.98
12973,1,NULL,362,1,0,4.99
12974,1,0,224,2,0,78.98
12975,1,NULL,368,1,0,1120.49
12976,1,0,180,3,0,69.97
12977,3,9,105,8,0,296.19
12978,2,218,90,4,0,4800.63
12979,1,0,44,3,0,67.93
12980,2,539,68,3,0,5900.55
12981,1,0,57,3,0,34.47
12982,1,0,310,2,0,119.98
12983,1,0,141,3,0,1759.97
12984,1,0,218,2,0,56.97
12985,2,275,92,3,0,1953.47
12986,1,0,369,2,0,23.78
12987,2,125,120,4,0,1567.46
12988,2,117,141,4,0,3040.31
12989,1,0,173,2,0,804.48
12990,1,0,115,2,0,548.98
12991,1,0,38,2,0,39.98
12992,3,103,68,6,0,7023.02
12993,1,NULL,101,1,0,32.60
12994,1,0,230,2,0,38.98
12996,2,166,122,3,0,1938.47
12998,3,45,280,7,0,5213.93
12999,2,180,69,4,0,2533.46
13000,3,136,114,7,0,6743.58
13001,2,83,39,5,0,90.21
13002,1,0,127,3,0,69.97
13003,2,204,220,4,0,6078.71
13004,1,0,158,2,0,36.59
13005,1,0,115,3,0,2309.97
13006,2,191,117,5,0,4699.31
13007,2,62,260,5,0,4788.31
13008,1,0,274,2,0,6.28
13009,2,24,44,7,0,222.19
13010,1,0,75,2,0,548.98
13011,1,0,338,3,0,83.97
13012,3,141,175,5,0,7108.03
13013,1,NULL,327,1,0,9.99
13014,2,447,126,3,0,5900.55
13015,2,192,160,4,0,1802.46
13016,1,0,206,4,0,1764.96
13017,1,0,185,2,0,32.28
13018,1,0,357,2,0,32.28
13019,1,NULL,379,1,0,2384.07
13020,2,107,68,5,0,1339.25
13021,2,439,152,3,0,2533.97
13022,2,292,115,2,33.33,4894.65
13023,1,NULL,178,1,0,29.99
13024,2,2,100,5,0,178.45
13025,2,189,253,4,0,4173.19
13026,1,NULL,78,1,0,1700.99
13027,2,186,74,5,0,6012.23
13028,2,65,273,4,0,1394.95
13029,1,0,225,2,0,33.98
13030,2,177,118,5,0,1391.95
13031,2,19,105,7,0,185.04
13032,1,0,89,2,0,1174.48
13033,2,19,384,6,0,4660.93
13034,3,67,77,7,12.5,7211.36
13035,4,3,122,34,58.54,256632.23
13036,1,0,72,2,0,1170.48
13039,1,0,200,4,0,589.96
13040,1,0,400,3,0,589.26
13041,1,0,369,4,0,73.96
13042,1,0,47,2,0,7.28
13043,1,0,96,4,0,778.62
13044,1,0,75,2,0,14.98
13045,12,3,152,79,72.76,1222636.59
13046,1,0,194,3,0,63.97
13047,1,0,263,3,0,32.27
13048,2,248,168,4,0,1966.46
13049,1,0,171,3,0,36.93
13050,1,0,110,2,0,14.98
13051,2,153,343,5,0,6089.59
13052,2,121,129,5,0,5082.29
13053,1,0,281,2,0,1249.84
13054,12,3,152,75,77.68,1274999.96
13055,1,0,300,2,0,38.98
13056,1,NULL,68,1,0,539.99
13057,3,69,87,7,0,7251.37
13058,1,NULL,353,1,0,4.99
13059,2,18,213,2,0,51.97
13060,1,0,115,2,0,2341.97
13062,2,218,106,4,0,3125.32
13063,1,NULL,323,1,0,539.99
13064,8,2,122,67,73.73,781921.21
13065,1,0,335,2,0,29.48
13066,1,0,132,2,0,32.28
13067,1,0,387,3,0,69.97
13068,3,71,85,8,0,7089.49
13069,1,0,147,3,0,39.47
13070,1,NULL,249,1,0,1120.49
13072,1,NULL,302,1,0,29.99
13073,1,0,226,5,0,2442.03
13074,2,85,324,3,0,1938.47
13075,2,18,135,4,0,56.71
13076,1,0,305,2,0,2393.06
13077,1,0,376,3,0,73.97
13078,1,0,233,3,0,42.28
13079,2,120,145,3,25,4696.95
13080,1,0,120,3,0,2418.05
13081,1,NULL,325,1,0,24.99
13082,1,0,168,2,0,29.48
13083,2,97,41,3,0,93.98
13084,1,0,404,4,0,2492.32
13085,1,0,54,3,0,98.97
13086,3,198,68,5,0,4697.31
13087,1,NULL,452,1,0,2319.99
13088,2,90,122,2,0,739.95
13089,1,0,115,4,0,2369.96
13090,2,225,320,3,0,4765.63
13091,2,145,172,5,0,1952.45
13092,1,NULL,37,1,0,32.60
13093,1,0,237,2,0,78.98
13094,1,0,48,2,0,39.98
13095,1,0,388,3,0,68.97
13096,1,0,165,3,0,68.97
13097,1,NULL,364,1,0,29.99
13098,3,55,123,7,0,6012.15
13099,1,0,362,2,0,58.98
13100,1,0,293,2,0,37.29
